MSA,LAT,LON,Provider,Market Size,Number of Companies,Market Share,Defend $,Product,Exclusion,Included_In_Ranking,Provider_Ratio,Benchmark,Competitor_Ratio,Provider_Opportunity_Rank,Overall_Opportunity_Rank,Opportunity_Score,Opportunity_Category,Firm ID,Total_Weight,Number_of_Occurrences,Weighted_Average_Score
DC-VA-MD-WV-Washington-Arlington-Alexandria,38.829787,-77.495684,Citi,7369715162,4004,0.001,0,Deposits,TRUE,FALSE,,,,,,,,804,137.45,22,4.44234267
DC-VA-MD-WV-Washington-Arlington-Alexandria,38.829787,-77.495684,Eagle Bank,7369715162,4004,0.071,56186512,Deposits,FALSE,TRUE,0.107379906,0.072249299,1.486241495,11,527,0.672838165,Fair,4518,158.76,13,4.306815319
DC-VA-MD-WV-Washington-Arlington-Alexandria,38.829787,-77.495684,FNB Corporation,7369715162,4004,0.005,0,Deposits,FALSE,TRUE,0,0.072249299,0,6,337,inf,Good,1220,8.2,1,5
DC-VA-MD-WV-Washington-Arlington-Alexandria,38.829787,-77.495684,Ford Motor,7369715162,4004,0.008,0,Deposits,TRUE,FALSE,,,,,,,,1384,12.46,1,4
DC-VA-MD-WV-Washington-Arlington-Alexandria,38.829787,-77.495684,Fulton Bank,7369715162,4004,0.002,0,Deposits,FALSE,TRUE,0,0.072249299,0,8,406,inf,Good,1435,37.06,3,4.557474366
DC-VA-MD-WV-Washington-Arlington-Alexandria,38.829787,-77.495684,HSBC,7369715162,4004,0.013,0,Deposits,TRUE,FALSE,,,,,,,,1570,60.1,8,4.432445923
DC-VA-MD-WV-Washington-Arlington-Alexandria,38.829787,-77.495684,JPMorgan,7369715162,4004,0.01,0,Deposits,TRUE,FALSE,,,,,,,,1804,296.04,46,4.302796919
DC-VA-MD-WV-Washington-Arlington-Alexandria,38.829787,-77.495684,M&T Bank,7369715162,4004,0.077,123856311,Deposits,TRUE,FALSE,,,,,,,,2022,148.21,16,4.122191485
DC-VA-MD-WV-Washington-Arlington-Alexandria,38.829787,-77.495684,National Capital Bank of Washington,7369715162,4004,0.016,0,Deposits,FALSE,TRUE,0,0.072249299,0,3,204,inf,Good,2278,39.35,4,4.683354511
DC-VA-MD-WV-Washington-Arlington-Alexandria,38.829787,-77.495684,National Cooperative,7369715162,4004,0.003,0,Deposits,FALSE,TRUE,0,0.072249299,0,7,384,inf,Good,,,,
DC-VA-MD-WV-Washington-Arlington-Alexandria,38.829787,-77.495684,Ohio Savings Bank,7369715162,4004,0,0,Deposits,FALSE,TRUE,0,0.072249299,0,9,444,inf,Good,,,,
DC-VA-MD-WV-Washington-Arlington-Alexandria,38.829787,-77.495684,PNC Bank,7369715162,4004,0.067,33330344,Deposits,TRUE,FALSE,,,,,,,,2444,246.12,26,4.348488542
DC-VA-MD-WV-Washington-Arlington-Alexandria,38.829787,-77.495684,Sandy Spring Bank,7369715162,4004,0.043,0,Deposits,FALSE,TRUE,0,0.072249299,0,1,83,inf,Excellent,2771,112.21,10,4.560734337
DC-VA-MD-WV-Washington-Arlington-Alexandria,38.829787,-77.495684,TD Bank,7369715162,4004,0.042,27009642,Deposits,TRUE,FALSE,,,,,,,,3021,145.8,17,3.937037037
DC-VA-MD-WV-Washington-Arlington-Alexandria,38.829787,-77.495684,Truist,7369715162,4004,0.227,317166929,Deposits,TRUE,FALSE,,,,,,,,6590,492.78,39,3.719753237
DC-VA-MD-WV-Washington-Arlington-Alexandria,38.829787,-77.495684,US Bank,7369715162,4004,0.003,0,Deposits,TRUE,FALSE,,,,,,,,3141,79.16,14,4.550025265
DC-VA-MD-WV-Washington-Arlington-Alexandria,38.829787,-77.495684,United Bank,7369715162,4004,0.054,8115915,Deposits,FALSE,TRUE,0.020393559,0.072249299,0.282266533,10,464,3.542750853,Excellent,3190,194.31,17,4.446297154
DC-VA-MD-WV-Washington-Arlington-Alexandria,38.829787,-77.495684,Wells Fargo ,7369715162,4004,0.072,101519963,Deposits,TRUE,FALSE,0.191323471,0.072249299,2.648101412,13,571,0.377629042,Poor,,,,
DC-VA-MD-WV-Washington-Arlington-Alexandria,38.829787,-77.495684,WesBanco Bank,7369715162,4004,0.009,0,Deposits,FALSE,TRUE,0,0.072249299,0,5,282,inf,Good,3290,36.64,4,4.523744541
FL-Jacksonville,30.234184,-81.756033,Ally Bank (formerly GMAC),126812860,703,0.004,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,5221,8.59,1,5
FL-Jacksonville,30.234184,-81.756033,Ameris Bank,126812860,703,0.087,0,Credit_Cash_Management,FALSE,TRUE,0,0.052582096,0,2,24,inf,Excellent,4504,51.05,7,4.668756121
FL-Jacksonville,30.234184,-81.756033,Bank of America,126812860,703,0.137,14799844,Credit_Cash_Management,TRUE,FALSE,,,,,,,,4836,82.62,15,4.141975309
FL-Jacksonville,30.234184,-81.756033,Capital One,126812860,703,0,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,4859,29.16,6,4.147462277
FL-Jacksonville,30.234184,-81.756033,EverBank,126812860,703,0,0,Credit_Cash_Management,FALSE,TRUE,0,0.052582096,0,8,444,inf,Good,4517,4.3,1,5
FL-Jacksonville,30.234184,-81.756033,Fifth Third Bank,126812860,703,0.023,0,Credit_Cash_Management,FALSE,TRUE,0,0.052582096,0,6,136,inf,Excellent,1273,6.12,1,4
FL-Jacksonville,30.234184,-81.756033,First Citizens Bank & Trust (NC/VA),126812860,703,0.089,0,Credit_Cash_Management,FALSE,TRUE,0,0.052582096,0,1,19,inf,Excellent,1299,23.03,3,4.361267911
FL-Jacksonville,30.234184,-81.756033,Hancock Whitney,126812860,703,0.048,0,Credit_Cash_Management,FALSE,TRUE,0,0.052582096,0,3,61,inf,Excellent,1583,20.94,3,4.397325692
FL-Jacksonville,30.234184,-81.756033,JPMorgan,126812860,703,0.007,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,1804,53.72,12,4.524385704
FL-Jacksonville,30.234184,-81.756033,Main Street Capital,126812860,703,0.007,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,5884,8.32,1,4
FL-Jacksonville,30.234184,-81.756033,Northern Trust Bank,126812860,703,0.026,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,2351,8.64,2,4.645833333
FL-Jacksonville,30.234184,-81.756033,PNC Bank,126812860,703,0.076,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,2444,49.52,10,4.509693053
FL-Jacksonville,30.234184,-81.756033,PayPal,126812860,703,0,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,5894,26.52,5,3.794871795
FL-Jacksonville,30.234184,-81.756033,Seacoast Bank,126812860,703,0.004,0,Credit_Cash_Management,FALSE,TRUE,0,0.052582096,0,7,324,inf,Good,6342,8.59,1,5
FL-Jacksonville,30.234184,-81.756033,SouthState,126812860,703,0.035,0,Credit_Cash_Management,FALSE,TRUE,0,0.052582096,0,5,91,inf,Excellent,2879,25.5,3,4.32627451
FL-Jacksonville,30.234184,-81.756033,Synovus Financial,126812860,703,0.048,0,Credit_Cash_Management,FALSE,TRUE,0,0.052582096,0,4,62,inf,Excellent,3007,25.37,4,4.005518329
FL-Jacksonville,30.234184,-81.756033,TD Bank,126812860,703,0.081,3589845,Credit_Cash_Management,TRUE,FALSE,,,,,,,,3021,38.17,6,3.808750327
FL-Jacksonville,30.234184,-81.756033,TIAA-CREF,126812860,703,0.004,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,4403,8.59,1,5
FL-Jacksonville,30.234184,-81.756033,Truist,126812860,703,0.114,667795,Credit_Cash_Management,TRUE,FALSE,,,,,,,,6590,62.96,10,4.070520966
FL-Jacksonville,30.234184,-81.756033,Valley National Bank,126812860,703,0.041,1240889,Credit_Cash_Management,FALSE,TRUE,0.238663377,0.052582096,4.538871522,10,668,0.22031908,Poor,3214,16.91,2,4.015966884
FL-Jacksonville,30.234184,-81.756033,Vystar CU,126812860,703,0.007,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,4490,16.64,2,3.5
FL-Jacksonville,30.234184,-81.756033,Webster Bank,126812860,703,0.013,1592670,Credit_Cash_Management,FALSE,TRUE,0.966093478,0.052582096,18.37305009,11,711,0.054427544,Poor,,,,
FL-Jacksonville,30.234184,-81.756033,Wells Fargo ,126812860,703,0.124,580501,Credit_Cash_Management,TRUE,FALSE,0.036916285,0.052582096,0.702069488,9,545,1.424360434,Good,,,,
FL-Jacksonville,30.234184,-81.756033,Western Union Co.,126812860,703,0.001,130312,Credit_Cash_Management,TRUE,FALSE,,,,,,,,,,,
FL-Jacksonville,30.234184,-81.756033,Ameris Bank,1341292523,703,0.065,0,Deposits,FALSE,TRUE,0,0.068504887,0,2,45,inf,Excellent,4504,51.05,7,4.668756121
FL-Jacksonville,30.234184,-81.756033,Bank of America,1341292523,703,0.153,157162923,Deposits,TRUE,FALSE,,,,,,,,4836,82.62,15,4.141975309
FL-Jacksonville,30.234184,-81.756033,Fifth Third Bank,1341292523,703,0.018,0,Deposits,FALSE,TRUE,0,0.068504887,0,5,190,inf,Good,1273,6.12,1,4
FL-Jacksonville,30.234184,-81.756033,First Citizens Bank & Trust (NC/VA),1341292523,703,0.07,0,Deposits,FALSE,TRUE,0,0.068504887,0,1,40,inf,Excellent,1299,23.03,3,4.361267911
FL-Jacksonville,30.234184,-81.756033,Hancock Whitney,1341292523,703,0.042,0,Deposits,FALSE,TRUE,0,0.068504887,0,4,87,inf,Excellent,1583,20.94,3,4.397325692
FL-Jacksonville,30.234184,-81.756033,JPMorgan,1341292523,703,0.008,0,Deposits,TRUE,FALSE,,,,,,,,1804,53.72,12,4.524385704
FL-Jacksonville,30.234184,-81.756033,PNC Bank,1341292523,703,0.069,0,Deposits,TRUE,FALSE,,,,,,,,2444,49.52,10,4.509693053
FL-Jacksonville,30.234184,-81.756033,Seacoast Bank,1341292523,703,0.016,0,Deposits,FALSE,TRUE,0,0.068504887,0,6,205,inf,Good,6342,8.59,1,5
FL-Jacksonville,30.234184,-81.756033,Synovus Financial,1341292523,703,0.043,0,Deposits,FALSE,TRUE,0,0.068504887,0,3,84,inf,Excellent,3007,25.37,4,4.005518329
FL-Jacksonville,30.234184,-81.756033,TD Bank,1341292523,703,0.064,18996544,Deposits,TRUE,FALSE,,,,,,,,3021,38.17,6,3.808750327
FL-Jacksonville,30.234184,-81.756033,TIAA-CREF,1341292523,703,0.019,0,Deposits,TRUE,FALSE,,,,,,,,4403,8.59,1,5
FL-Jacksonville,30.234184,-81.756033,Truist,1341292523,703,0.166,3116665,Deposits,TRUE,FALSE,,,,,,,,6590,62.96,10,4.070520966
FL-Jacksonville,30.234184,-81.756033,Valley National Bank,1341292523,703,0.04,19676238,Deposits,FALSE,TRUE,0.366740246,0.068504887,5.353490233,8,609,0.186794027,Poor,3214,16.91,2,4.015966884
FL-Jacksonville,30.234184,-81.756033,Wells Fargo ,1341292523,703,0.22,27552700,Deposits,TRUE,FALSE,0.093372283,0.068504887,1.363001776,7,520,0.733674759,Fair,,,,
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Ally Bank (formerly GMAC),547875693,3503,0.006,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,5221,17.44,2,4.311353211
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Amerant Bank,547875693,3503,0.006,0,Credit_Cash_Management,FALSE,TRUE,0,0.08449966,0,7,283,inf,Good,6858,11.43,2,3
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,American Express,547875693,3503,0.002,75451,Credit_Cash_Management,TRUE,FALSE,,,,,,,,171,220.35,22,4.422282732
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Ameris Bank,547875693,3503,0.006,0,Credit_Cash_Management,FALSE,TRUE,0,0.08449966,0,8,284,inf,Good,4504,16.28,2,5
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,BMO,547875693,3503,0.006,3485931,Credit_Cash_Management,TRUE,FALSE,,,,,,,,303,4.04,1,4
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Banco Popular,547875693,3503,0.001,0,Credit_Cash_Management,FALSE,TRUE,0,0.08449966,0,14,403,inf,Good,,,,
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Bank of America,547875693,3503,0.106,7539389,Credit_Cash_Management,TRUE,FALSE,,,,,,,,4836,318.98,51,4.339989968
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Bank of the Ozarks,547875693,3503,0.001,0,Credit_Cash_Management,FALSE,TRUE,0,0.08449966,0,15,404,inf,Good,,,,
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,BankUnited,547875693,3503,0.055,2339937,Credit_Cash_Management,FALSE,TRUE,0.077653215,0.08449966,0.918976661,18,556,1.088166917,Good,448,69.16,9,4.425679584
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Capital City Bank (FL),547875693,3503,0.004,0,Credit_Cash_Management,FALSE,TRUE,0,0.08449966,0,11,325,inf,Good,,,,
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Capital One,547875693,3503,0.001,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,4859,79.79,11,4.368968542
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Centennial Bank,547875693,3503,0.005,0,Credit_Cash_Management,FALSE,TRUE,0,0.08449966,0,9,304,inf,Good,,,,
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Citi,547875693,3503,0.026,64846,Credit_Cash_Management,TRUE,FALSE,,,,,,,,804,147.99,25,4.412325157
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,City National Bank of Florida,547875693,3503,0.073,11088925,Credit_Cash_Management,FALSE,TRUE,0.277258298,0.08449966,3.281176503,20,649,0.304768731,Poor,821,72.82,9,4.454957429
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Fidelity International,547875693,3503,0.024,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,1265,16.28,2,3.667076167
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Fifth Third Bank,547875693,3503,0.005,0,Credit_Cash_Management,FALSE,TRUE,0,0.08449966,0,10,305,inf,Good,1273,22.85,3,4.262582057
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,"First American Bank (FL, IA)",547875693,3503,0.015,0,Credit_Cash_Management,FALSE,TRUE,0,0.08449966,0,3,182,inf,Good,1283,21.7,2,5
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,First Citizens Bank & Trust (NC/VA),547875693,3503,0.009,0,Credit_Cash_Management,FALSE,TRUE,0,0.08449966,0,6,238,inf,Good,1299,10.85,1,5
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,First Horizon,547875693,3503,0.031,461043,Credit_Cash_Management,FALSE,TRUE,0.027145491,0.08449966,0.321249711,17,520,3.112843268,Excellent,1360,67.98,6,5
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,First Republic Bank,547875693,3503,0.001,445782,Credit_Cash_Management,FALSE,TRUE,0.813655371,0.08449966,9.629096412,21,703,0.103851904,Poor,,,,
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,HSBC,547875693,3503,0.002,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,1570,33.99,4,4.32744925
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Intuit GoPayment,547875693,3503,0.001,110165,Credit_Cash_Management,TRUE,FALSE,,,,,,,,5877,22.86,2,5
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,JPMorgan,547875693,3503,0.077,651493,Credit_Cash_Management,TRUE,FALSE,,,,,,,,1804,386.79,57,4.384342925
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,KeyBank,547875693,3503,0.01,0,Credit_Cash_Management,FALSE,TRUE,0,0.08449966,0,5,227,inf,Good,,,,
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Northern Trust Bank,547875693,3503,0.02,7278060,Credit_Cash_Management,TRUE,FALSE,,,,,,,,2351,6,1,4
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Ocean Bank,547875693,3503,0.041,0,Credit_Cash_Management,FALSE,TRUE,0,0.08449966,0,1,76,inf,Excellent,2380,27.13,3,4.799852562
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,PNC Bank,547875693,3503,0.065,2514241,Credit_Cash_Management,TRUE,FALSE,,,,,,,,2444,80.28,12,4.726083707
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,PayPal,547875693,3503,0.003,4104,Credit_Cash_Management,TRUE,FALSE,,,,,,,,5894,75.13,12,4.087581525
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Pitney-Bowes,547875693,3503,0.004,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,,,,
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,RBC Capital Markets,547875693,3503,0.005,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,,,,
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Regions Bank,547875693,3503,0.014,0,Credit_Cash_Management,FALSE,TRUE,0,0.08449966,0,4,187,inf,Good,2665,46.98,5,4.82801192
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Seacoast Bank,547875693,3503,0.036,0,Credit_Cash_Management,FALSE,TRUE,0,0.08449966,0,2,89,inf,Excellent,6342,49.99,5,4.782956591
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,SouthState,547875693,3503,0.003,0,Credit_Cash_Management,FALSE,TRUE,0,0.08449966,0,12,344,inf,Good,2879,10.85,1,3
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Synovus Financial,547875693,3503,0.048,3745535,Credit_Cash_Management,FALSE,TRUE,0.14242643,0.08449966,1.685526671,19,599,0.59328637,Fair,3007,51.15,5,3.469794721
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,TD Bank,547875693,3503,0.041,236386,Credit_Cash_Management,TRUE,FALSE,,,,,,,,3021,103.52,14,4.391228748
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Truist,547875693,3503,0.051,3875907,Credit_Cash_Management,TRUE,FALSE,,,,,,,,6590,93.75,11,4.365866667
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,US Bank,547875693,3503,0.001,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,3141,64.7,10,4.646522411
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,United Community Bank,547875693,3503,0.003,0,Credit_Cash_Management,FALSE,TRUE,0,0.08449966,0,13,345,inf,Good,,,,
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Valley National Bank,547875693,3503,0.027,159130,Credit_Cash_Management,FALSE,TRUE,0.010757374,0.08449966,0.127306713,16,506,7.855045311,Excellent,3214,21.7,2,5
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Wells Fargo,547875693,3503,0.101,8317422,Credit_Cash_Management,TRUE,FALSE,,,,,,,,4839,325.54,47,4.216993303
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Amerant Bank,5931529012,3499,0.033,0,Deposits,FALSE,TRUE,0,0.086820104,0,1,113,inf,Excellent,6858,11.43,2,3
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Ameris Bank,5931529012,3499,0.003,0,Deposits,FALSE,TRUE,0,0.086820104,0,11,385,inf,Good,4504,16.28,2,5
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,BMO,5931529012,3499,0.004,24940689,Deposits,TRUE,FALSE,,,,,,,,303,4.04,1,4
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Banco Popular,5931529012,3499,0.006,0,Deposits,FALSE,TRUE,0,0.086820104,0,8,318,inf,Good,,,,
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Bank of America,5931529012,3499,0.108,140200358,Deposits,TRUE,FALSE,,,,,,,,4836,318.98,51,4.339989968
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Bank of the Ozarks,5931529012,3499,0.003,0,Deposits,FALSE,TRUE,0,0.086820104,0,12,386,inf,Good,,,,
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,BankUnited,5931529012,3499,0.061,17710432,Deposits,FALSE,TRUE,0.048947742,0.086820104,0.563783496,15,483,1.773730533,Good,448,69.16,9,4.425679584
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Capital City Bank (FL),5931529012,3499,0.003,0,Deposits,FALSE,TRUE,0,0.086820104,0,13,387,inf,Good,,,,
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Capital One,5931529012,3499,0.003,0,Deposits,TRUE,FALSE,,,,,,,,4859,79.79,11,4.368968542
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Centennial Bank,5931529012,3499,0.02,0,Deposits,FALSE,TRUE,0,0.086820104,0,3,173,inf,Good,,,,
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Citi,5931529012,3499,0.02,4401305,Deposits,TRUE,FALSE,,,,,,,,804,147.99,25,4.412325157
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,City National Bank of Florida,5931529012,3499,0.053,37915722,Deposits,FALSE,TRUE,0.120608191,0.086820104,1.389173528,17,522,0.719852473,Fair,821,72.82,9,4.454957429
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Fidelity International,5931529012,3499,0.01,0,Deposits,TRUE,FALSE,,,,,,,,1265,16.28,2,3.667076167
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Fifth Third Bank,5931529012,3499,0.007,0,Deposits,FALSE,TRUE,0,0.086820104,0,7,302,inf,Good,1273,22.85,3,4.262582057
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,"First American Bank (FL, IA)",5931529012,3499,0.006,0,Deposits,FALSE,TRUE,0,0.086820104,0,9,319,inf,Good,1283,21.7,2,5
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,First Citizens Bank & Trust (NC/VA),5931529012,3499,0.016,0,Deposits,FALSE,TRUE,0,0.086820104,0,6,206,inf,Good,1299,10.85,1,5
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,First Horizon,5931529012,3499,0.045,58464789,Deposits,FALSE,TRUE,0.219035856,0.086820104,2.522870224,18,568,0.396373936,Poor,1360,67.98,6,5
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,First Republic Bank,5931529012,3499,0.003,16682868,Deposits,FALSE,TRUE,0.937524876,0.086820104,10.79847674,20,636,0.092605654,Poor,,,,
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,HSBC,5931529012,3499,0.001,0,Deposits,TRUE,FALSE,,,,,,,,1570,33.99,4,4.32744925
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Intuit GoPayment,5931529012,3499,0.002,0,Deposits,TRUE,FALSE,,,,,,,,5877,22.86,2,5
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,JPMorgan,5931529012,3499,0.119,17927666,Deposits,TRUE,FALSE,,,,,,,,1804,386.79,57,4.384342925
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Northern Trust Bank,5931529012,3499,0.018,76439448,Deposits,TRUE,FALSE,,,,,,,,2351,6,1,4
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Ocean Bank,5931529012,3499,0.019,0,Deposits,FALSE,TRUE,0,0.086820104,0,4,180,inf,Good,2380,27.13,3,4.799852562
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,PNC Bank,5931529012,3499,0.092,16163959,Deposits,TRUE,FALSE,,,,,,,,2444,80.28,12,4.726083707
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Regions Bank,5931529012,3499,0.019,0,Deposits,FALSE,TRUE,0,0.086820104,0,5,181,inf,Good,2665,46.98,5,4.82801192
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Seacoast Bank,5931529012,3499,0.021,0,Deposits,FALSE,TRUE,0,0.086820104,0,2,166,inf,Excellent,6342,49.99,5,4.782956591
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,SouthState,5931529012,3499,0.003,0,Deposits,FALSE,TRUE,0,0.086820104,0,14,388,inf,Good,2879,10.85,1,3
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Synovus Financial,5931529012,3499,0.036,21321315,Deposits,FALSE,TRUE,0.099849255,0.086820104,1.150070659,16,511,0.869511792,Fair,3007,51.15,5,3.469794721
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,TD Ameritrade,5931529012,3499,0.004,0,Deposits,TRUE,FALSE,,,,,,,,5815,10.86,2,5
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,TD Bank,5931529012,3499,0.054,10029730,Deposits,TRUE,FALSE,,,,,,,,3021,103.52,14,4.391228748
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Truist,5931529012,3499,0.069,0,Deposits,TRUE,FALSE,,,,,,,,6590,93.75,11,4.365866667
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,US Bank,5931529012,3499,0.003,0,Deposits,TRUE,FALSE,,,,,,,,3141,64.7,10,4.646522411
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,United Community Bank,5931529012,3499,0.004,0,Deposits,FALSE,TRUE,0,0.086820104,0,10,358,inf,Good,,,,
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Valley National Bank,5931529012,3499,0.033,50805405,Deposits,FALSE,TRUE,0.259554952,0.086820104,2.989571992,19,579,0.334496043,Poor,3214,21.7,2,5
FL-Miami-Fort Lauderdale-West Palm Beach,26.101828,-80.478755,Wells Fargo,5931529012,3499,0.087,72943720,Deposits,TRUE,FALSE,,,,,,,,4839,325.54,47,4.216993303
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Ally Bank (formerly GMAC),168698481,1083,0.018,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,5221,19.9,3,5
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,American Express,168698481,1083,0.001,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,171,81.78,12,4.653460504
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Ameris Bank,168698481,1083,0.019,0,Credit_Cash_Management,FALSE,TRUE,0,0.095612337,0,3,162,inf,Good,,,,
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Authorize.Net,168698481,1083,0,914,Credit_Cash_Management,TRUE,FALSE,,,,,,,,6030,33.55,4,3.98390462
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,BMO,168698481,1083,0.013,2121859,Credit_Cash_Management,TRUE,FALSE,,,,,,,,303,6.12,1,3
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Bank of America,168698481,1083,0.092,111832,Credit_Cash_Management,TRUE,FALSE,,,,,,,,4836,189.57,36,4.478029224
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,BankUnited,168698481,1083,0.057,4310895,Credit_Cash_Management,FALSE,TRUE,0.448313087,0.095612337,4.688862357,14,671,0.213271349,Poor,448,26.65,4,4.365478424
